SMILES
CCC[S@](=O)c1ccc2c(c1)[nH]/c(=N/C(=O)OC)/[nH]2
CCC(=O)O[C@]1(CC[NH+](C[C@@H]1CC=C)C)c2ccccc2
C[C@@H](c1ccc(cc1)NCC(=C)C)C(=O)[O-]
C[C@H](Cc1ccccc1)[NH2+][C@@H](C#N)c2ccccc2
C[C@@H](CC(c1ccccc1)(c2ccccc2)C(=O)N)[NH+](C)C
Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)[C@H](C)[NH+](C)C
c1ccc(cc1)[C@@H](C(=O)[O-])O
CC[C@](C)(C[NH+](C)C)OC(=O)c1ccccc1
COc1cc(c(c2c1OCO2)OC)CC=C
Cc1ccccc1NC(=O)[C@H](C)[NH+]2CCCC2
CC(=O)Oc1ccccc1C(=O)[O-]
C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3
c1cc(ccc1[C@@H](CC(=O)[O-])C[NH3+])Cl
c1cc(ccc1C(=O)[O-])N[C@@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O
C[C@@H](c1ccc2c(c1)nc(o2)c3ccc(cc3)Cl)C(=O)[O-]
CCc1c(c2ccccc2o1)C(=O)c3ccc(cc3)O
c1ccc(cc1)C(=O)O[C@@H]2C[NH+]3CCC2CC3
c1ccc(cc1)[C@@H](C(=O)c2ccccc2)O
c1ccc(cc1)COC(=O)[C@H](c2ccccc2)O
C[C@H](Cc1cc(c(cc1OC)Br)OC)[NH3+]
C[NH+](C)CCO[C@H](c1ccccc1)c2ccc(cc2)Br
C[NH+](C)CC[C@@H](c1ccc(cc1)Br)c2ccccn2
CCOc1ccc(cc1)NC(=O)C[C@@H](C)O
CCc1cccc2c1oc(c2)[C@@H](C[NH2+]C(C)(C)C)O
C[NH+]1CCc2cc3c(c-4c2[C@@H]1Cc5c4c(c(cc5)OC)O)OCO3
CC(C)(C)[NH2+]C[C@H](COc1ccccc1C#N)O
Cc1ccc(c(c1)OC[C@H](C[NH2+]C(C)(C)C)O)Cl
CC[C@@H](c1ccc(cc1)c2ccccc2)C(=O)[O-]
C[NH+](C)CCO[C@@H](c1ccc(cc1)Cl)c2ccccn2
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1CCC(=O)N2)O
c1cc(ccc1OC[C@@H](CO)O)Cl
c1cc(ccc1OC[C@@H](COC(=O)N)O)Cl
C[C@@](c1ccccc1)(c2ccc(cc2)Cl)OCC[NH+](C)C
c1ccc(cc1)C2(C[C@@H]2C3=[NH+]CCN3)c4ccccc4
C[C@@H]([C@H](c1ccccc1)O)[NH+](C)C/C=C/c2ccccc2
COc1ccc2c(c1)c(nc(=O)n2CC3CC3)c4ccccc4
CN1c2ccc(cc2[C@@H]3c4ccccc4CC[NH+]3CC1=O)Cl
c1c2c(cc(c1C3CCCCC3)Cl)[C@H](CC2)C(=O)[O-]
CC(C)(C)C(=O)[C@@H](n1ccnc1)Oc2ccc(cc2)Cl
C[C@H](C[NH+](C)C)[C@@](C)(Cc1ccc(cc1)Cl)O
Cc1c(cccc1Cl)Nc2c(cccn2)C(=O)OC[C@@H](CO)O
CC(C)(C)[NH2+]C[C@@H](COc1cc(ccc1Cl)Cl)O
CC(C)[NH2+]C[C@H](c1ccccc1Cl)O
C[NH+](C)CC[C@@H]1c2ccc(cc2CCc3c1nccc3)Cl
CN1CCc2cc3c(c(c2[C@H]1O)OC)OCO3
C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)C#N)C[NH+](C)C
C[C@@H]1C[C@H](CC(C1)(C)C)OC(=O)[C@@H](c2ccccc2)O
c1ccc(cc1)[C@H]2C(=O)N=C(O2)NC3CC3
CC[C@H](C(=O)[O-])C1(CCCCC1)O
C[NH+](C)CCOC(=O)[C@H](c1ccccc1)C2(CCCC2)O
C[NH+](C)CC(=O)N1c2ccccc2Sc3c1cccc3
CC(C)[NH2+]C[C@H](c1ccc(cc1)O)O
C[NH+]1Cc2cc(ccc2[C@@H](C1)c3ccc(c(c3)Cl)Cl)OC
CC[NH+](CC)CC(=O)N1c2ccccc2Sc3c1cccc3
CC[NH+](CC)[C@@H](C)C(=O)c1ccccc1
CC[NH+](CC)[C@@H](C)C=C(c1cccs1)c2cccs2
CC[C@@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H](c3ccnc4c3cc(cc4)OC)O
Cn1cnc2c1c(=O)n(c(=O)n2C)C[C@@H](CO)O
Cc1c(=O)c2ccc(c(c2oc1c3ccccc3)C[NH+](C)C)OC
CC(=O)Nc1ccc(cc1)C(=O)[O-]
C[C@@H]1C(=O)N(c2cc(ccc2O1)Cl)C[C@@H](CO)O
C[C@](c1ccccc1)(c2ccccn2)OCC[NH+](C)C
C[C@@](c1ccccc1)(c2ccc(cc2)Br)OCC[NH+](C)C
CCc1ccc(cc1)C(=O)[C@H](C)C[NH+]2CCCCC2
CC[NH+]1CCC[C@@H]1CNC(=O)C(c2ccccc2)(c3ccccc3)O
CCN(CC)C(=O)c1ccc(c(c1)OC)O
CCOC(=O)[C@@]1(CCC[NH+](CC1)C)c2ccccc2
CC[NH+](C)[C@@H](C)C=C(c1cccs1)c2cccs2
CCC[NH+](CC)[C@@H](CC)C(=O)Nc1c(cccc1C)C
C[C@@H]1C[C@@H](CC([NH+]1C)(C)C)OC(=O)[C@@H](c2ccccc2)O
c1ccc(cc1)N2CC[C@@H](C2=O)[NH+]3CCCCC3
c1cc(ccc1C[C@H](C(=O)[O-])[NH3+])Cl
C[C@H](Cc1ccccc1)[NH2+]CCn2cnc3c2c(=O)n(c(=O)n3C)C
CC[NH2+][C@@H](C)Cc1cccc(c1)C(F)(F)F
CC(C)(C(=O)[O-])Oc1ccc(cc1)[C@@H](c2ccc(cc2)Cl)O
C[C@@H](C(=O)[O-])Oc1ccc(cc1)Oc2ccc(cc2)Cl
C[C@@H](c1cccc(c1)Oc2ccccc2)C(=O)[O-]
c1ccc(cc1)[C@@H](CNc2ncccn2)O
C[NH+]1CC[C@]([C@@H](C1)C(=O)c2ccc(cc2)F)(c3ccc(cc3)F)O
C[NH+](C)[C@H]1CCc2c(c3cc(cc(c3[nH]2)F)F)C1
C[NH2+]C[C@H](c1cccc(c1)C(F)(F)F)OC
C[C@H]1CCc2cc(cc3c2n1cc(c3=O)C(=O)[O-])F
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-]
C[C@H](Cc1cccc(c1)O)[NH3+]
Cn1c2ccccc2c(n1)C(=O)NC3C[C@@H]4CCC[C@H](C3)[NH+]4C
CC(=O)Oc1ccccc1C(=O)Oc2ccccc2OC
COc1ccccc1OC(=O)c2ccccc2
COc1ccccc1OC(=O)Oc2ccccc2OC
CCOc1ccccc1OC[C@@H](CO)O
COc1ccccc1OC(=O)Cc2ccccc2
COc1ccccc1OC[C@@H](CO)O
c1ccc2c(c1)OC[C@@H](O2)CNC(=[NH2+])N
C[C@@H](c1ccc(cc1)c2ccccc2)C(=O)[O-]
C[C@H](C[NH2+]C1CCCCC1)OC(=O)c2ccccc2
C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](c3ccccc3)O
C[C@@H]1C[C@@H](CC(C1)(C)C)OC(=O)c2ccccc2O
C[NH+]1CCc2cc3c(cc2[C@H]1[O-])OCO3
C[C@H](Cc1ccc(cc1)O)[NH3+]
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)OCc2ccccn2
CCn1cc[nH+]c1C[C@H]2COc3ccccc3O2
C[C@@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)[O-]
CCC[NH+]1CCC[C@@H](C1)c2cccc(c2)O
C[C@@H](CN1c2ccccc2Sc3c1nccc3)[NH+](C)C
C[C@H](COc1ccccc1)[NH2+][C@@H](C)[C@H](c2ccc(cc2)O)O
C[NH2+][C@@]1(CCCCC1=O)c2ccccc2Cl
CCOc1ccc(cc1)NC(=O)[C@@H](C)O
c1cc(ccc1C(=O)OC[C@@H](CO)O)N
c1ccc(c(c1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O)Cl
CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3Cl)Cl
C[C@@H](c1ccc(cc1)C[C@H]2CCCC2=O)C(=O)[O-]
Cc1cc(c(c(c1)C)OC[C@@H](CO)O)C
CC(C)(C)[NH2+]C[C@H](c1cc(c(c(c1)Cl)N)C(F)(F)F)O
c1ccc2c(c1)C3=[NH+]CCN3[C@]2(c4ccc(cc4)Cl)O
CC[NH2+][C@@H](C)Cc1ccc2c(c1)OCO2
C[NH+](C)CCO[C@H](c1ccccc1)c2ccc(cc2)OC
COc1ccc(c2c1cccc2)C(=O)CCC(=O)[O-]
Cc1ccccc1OC[C@@H](CO)O
Cc1ccccc1OC[C@@H](COC(=O)N)O
Cc1cccc(c1NC(=O)[C@H]2CCCC[NH+]2C)C
CC[C@@]1(CCCC[NH+](C1)C)c2cccc(c2)O
C[C@@H](C(=O)c1ccccc1)[NH+](C)C
CC(C)[NH2+]C[C@H](c1cc(cc(c1)O)O)O
CC[C@@H](c1ccc2cc(ccc2c1)OC)C(C)(C)C(=O)[O-]
C[NH+]1CC[C@@H](C1)CN2c3ccccc3Sc4c2cccc4
CN(C)c1ccc(cc1)NC(=O)c2cc(c(c(c2)OC)OC)OC
C[C@@H](C(=O)c1ccc(cc1)OC)[NH2+]C
C[C@@H](Cc1ccccc1OC)[NH2+]C
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)OC
COC(=O)c1ccccc1O
C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C
C[N+]1=C2c3c(c4cc(ccc4n3CC1)OC)CCN2
Cc1ccc(cc1)C(=O)c2ccc(cc2O)OC
C[NH+]1CCN2c3ccccc3Cc4ccccc4[C@@H]2C1
CCN(CC)C(=O)[C@]1(C[C@H]1C[NH3+])c2ccccc2
COc1ccc(c(c1)[C@@H](CNC(=O)C[NH3+])O)OC
C[C@@H](c1ccc(cc1)c2cn3ccccc3n2)C(=O)[O-]
CCc1c([nH]c2c1C(=O)[C@H](CC2)C[NH+]3CCOCC3)C
CC(C)[NH2+]C[C@H](COc1ccccc1OC)O
C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C)C)O
COc1cc2c(cc1O)N=C[C@H]3CC[C@@H](N3C2=O)O
C[NH+]1Cc2c(cccc2N)[C@@H](C1)c3ccccc3
c1cc(ccc1[C@@H](C[NH3+])O)O
Cc1cnc(c(c1OC)C)C[S@@](=O)c2[nH]c3ccccc3n2
Cc1cc(c(cc1Cc2cnc(nc2N)N)OC)OC
Cc1ccccc1[C@@H](c2ccccc2)OCC[NH+](C)C
CC(=CCc1c(ccc2c1oc(=O)cc2)OC)C
CC(=O)N1C[C@@H](C[C@@H]1C(=O)[O-])O
c1ccc(cc1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O
C[C@@H](CN1c2ccccc2S(=O)(=O)c3c1cccc3)C[NH+](C)C
c1ccc(cc1)[C@H]2C(=O)N=C(O2)N
CC[C@@H](C)[C@@H](c1ccccc1)C(=O)OC2CC[NH+](CC2)C
C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O
CCOc1ccc(cc1)NC(=O)C
CCC(=O)N(c1ccccc1)[C@H](C)C[NH+]2CCCCC2
C[NH+](C)CC[C@@H](c1ccccc1)c2ccccn2
C[C@@H]1[C@H](OCC[NH2+]1)c2ccccc2
c1ccc(cc1)[C@@H](CNc2cccc[nH+]2)O
C[C@H](Cc1ccccc1)NC(=O)Cc2ccc(cc2)N
C[C@@H](Cc1ccc(cc1)O)[NH2+]C
CC[C@@](C)(C#C)OC(=O)c1ccccc1C(=O)[O-]
C1CC[NH+](CC1)C[C@H]2CCCCC2=O
C[NH+]1CCC(=C2c3ccccc3Sc4c2cccc4)CC1
c1ccc(cc1)C(c2ccccc2)([C@@H]3CCCC[NH2+]3)O
CC(C)(C)[NH2+]C[C@H](c1ccc(c(n1)CO)O)O
Cc1c(cnc2c1c(nc(n2)N)N)Cc3cc(ccc3OC)OC
Cc1ccc2c(c1)c3c4n2CC[NH2+][C@H]4CCC3
Cc1cc(n(c(=O)c1)[O-])C[C@@H](C)CC(C)(C)C
Cc1csc(n1)N2CC[NH+](CC2)[C@@H](C)Cc3ccc4c(c3)OCO4
CC(C)[NH2+]C[C@H](COc1ccc(cc1)NC(=O)C)O
C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-]
c1ccc2c(c1)CCN3[C@H]2CN(CC3=O)C(=O)C4CCCCC4
CCC[C@]1(c2c(c3ccccc3[nH]2)CCO1)CC(=O)[O-]
CC(C)[NH2+]C[C@H](c1ccc2ccccc2c1)O
CCC(=O)c1ccc2c(c1)N(c3ccccc3S2)C[C@H](C)[NH+](C)C
CC(C)Oc1cc2c(cc1OC(C)C)[nH]cc(c2=O)C(=O)OC
CC[NH+](CC)C[C@H]1COc2ccccc2O1
C[C@@H](c1ccc2c(c1)N(c3ccc(cc3S2)OC)C)C(=O)[O-]
CCC[C@H](C(=O)c1ccc(cc1)C)[NH+]2CCCC2
c1cc2c(cc1O)CC[N+]3=C2CC[C@@H]4[C@@H]3CCC4
CC[C@@H]1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl
CCN(CC)C(=O)[C@@H]1CC=CC[C@@H]1C(=O)[O-]
CC(C)[NH2+]C[C@H](c1ccc(c2c1cccn2)O)O
C[C@](Cc1ccc(cc1)O)(C(=O)[O-])[NH3+]
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@H](c2ccc(cc2)O)O
C1CC[NH+]2[C@H](C1)[C@@]34C[C@@H]2C=CC3=CC(=O)O4
C1CC[NH+]2C[C@@H]3C[C@H]([C@H]2C1)C[NH+]4[C@@H]3CCCC4
CC(C)(C)[C@H](/C=C/c1ccc2c(c1)OCO2)O
c1ccc(cc1)[C@@H](COC(=O)N)O
C[NH2+]C[C@H](c1ccc(cc1)O)O
CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3)Cl
C[C@H](Cc1ccc2c(c1)OCO2)[NH3+]
CC(C)(C)[NH2+]C[C@@H](c1cc(cc(c1)O)O)O
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1SCCC2)O
CNc1c2c([nH+]n1C)CCCC2
CN(C)C1=NC(=O)[C@@H](O1)c2ccccc2
C[C@@H](c1ccc(s1)C(=O)c2ccccc2)C(=O)[O-]
Cc1cccc(c1NC(=O)[C@@H](C)[NH3+])C
Cc1ccccc1N2CC[NH+](CC2)[C@H]3CCc4cc(ccc4C3)O
CC(C)(C)C(=O)[C@@H](n1cncn1)Oc2ccc(cc2)Cl
CCC(=O)O[C@@]1(C[C@H]([NH+](C[C@@H]1C)C)C)c2ccccc2
C[C@@H](CN1c2ccccc2Sc3c1cccc3)C[NH+](C)C
COc1cc(cc(c1OC)OC)C(=O)N2CCOCC2
COc1cc(cc(c1OC)OC)C(=O)N2CCCCCCC2
COc1cc(cc(c1OC)OC)C(=O)N[C@@H]2CCC[NH2+]C2
C[C@@H](c1ccc(c2c1cccc2)C3CCCCC3)C(=O)[O-]
CCOc1ccccc1OC[C@@H]2C[NH2+]CCO2
CC[C@]12CCC[NH+]3[C@@H]1c4c(c5ccccc5n4C(=O)C2)CC3
CC[C@]1(CCC[NH+]2[C@@H]1c3c(c4ccccc4[nH]3)CC2)CO
C[C@H](c1c(cncn1)F)[C@@](Cn2cncn2)(c3ccc(cc3F)F)O
Cn1c2c(c(=O)n(c1=O)C)n(cn2)C[C@@H](C[NH+](C)CCO)O
Cc1cccc(c1C)OC[C@@H](C[NH2+]C(C)(C)C)O
c1ccc2c(c1)c3c([nH]2)[C@@H]4C[C@H]5[C@H](CC[C@H]([C@H]5C(=O)[O-])O)C[NH+]4CC3
COc1cc(c(cc1C(=O)N[C@H]2C[NH+]3CCC2CC3)Cl)N
C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O
CC[C@]1(CCCC[NH+](C1)C)c2cccc(c2)O
C[C@@H](Cc1ccc2c(c1)OCO2)[NH2+]C
COc1ccc(c(c1)OC)/C=C/2\CCCN=C2c3cccnc3
CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)NCC(=O)[O-]
CC(=O)Nc1ccc(cc1)OC(=O)c2ccccc2O
Cc1cc(c2ccccc2c1OC(=O)C)OC(=O)C
CC(=O)Nc1c-2sscc2n(c1=O)C
CC(=O)Oc1cccc(c1OC(=O)C)OC(=O)C
COc1cc(c(cc1C2CCCCC2)C(=O)CCC(=O)[O-])OC
CC(=O)NC1CCC(CC1)CC(=O)[O-]
CC1(c2cc3c(cc2NC1=O)[nH]c(n3)c4ccncc4)C
CC(C)/C=c\1/c(=O)[nH]/c(=C/c2ccccc2)/c(=O)[nH]1
Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl
CN(C)c1nc(nc(n1)N(C)C)N(C)C
c1ccc(cc1)Nc2ncnc(n2)N
c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)[O-]
CCn1cc(c(=O)c2c1nc(cc2)Cc3ccccc3)C(=O)[O-]
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)NC(=O)N
CCn1c(=O)cc(n(c1=O)CC=C)N
c1cc(c(cc1N)O)C(=O)[O-]
COc1cc2c(ccnc2cc1OC)N
c1ccc2c(c1)N=C(c3cc(ccc3O2)Cl)N4CC[NH2+]CC4
c1ccn(c(=O)c1)c2cccc(c2)N
CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2
CNC(=O)Oc1ccccc1C(=O)Nc2ccccc2
C[NH+]1[C@H]2C[C@H](C[C@@H]1[C@@H](C2)O)OC(=O)[C@H](CO)c3ccccc3
CC(=O)O[C@@H]1[C@H](C[NH2+][C@@H]1Cc2ccc(cc2)OC)O
COc1ccc(cc1)C(=O)CCC[NH+]2CCC(=CC2)c3ccccc3
Cc1nc(c(nn1)c2ccc(cc2)OC)c3ccc(cc3)OC
c1cc(nc(c1)Cl)SC2CC[NH2+]CC2
c1cc(c(c(c1)Cl)Cn2cnc3c2ncnc3N)F
c1cc(c(cc1Cl)Cl)C2(OCCO2)Cn3cncn3
CC[NH+]1CCc2c(oc(n2)N)CC1
CCN(CC)C(=O)CSc1ccc(nn1)Cl
C[NH+]1CCC(CC1)N(Cc2ccccc2)c3ccccc3
Cc1cc(c2cccnc2c1N(C)C)Cc3cnc(nc3N)N
Cc1c(c2cc(ccc2n1Cc3ccccc3)OC)CC[NH3+]
c1ccc(cc1)Cn2c3ccccc3c(n2)OCC(=O)[O-]
C[NH+](C)CCOc1cc2c(c3c1cccc3)-c4ccccc4C2=O
c1ccc(cc1)Cn2c-3cccccc3nc2=O
CC(=O)Nc1ccc(cc1)OC(=O)c2ccccc2OC(=O)C
c1ccc(cc1)C(=O)Oc2ccc3ccccc3c2
c1ccc(cc1)C(=O)Oc2cccc3c2nccc3
c1ccc(cc1)C(=O)Nc2ccc(c(c2)O)C(=O)[O-]
C[NH+]1CCC(CC1)n2c(=O)c(c([nH]2)c3ccccc3)Cc4ccccc4
c1ccc(cc1)COC(=O)c2ccccc2
c1ccc(cc1)CNc2ccc(cc2)S(=O)(=O)N
CC(C)CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
CC(=O)Oc1ccc(cc1C(=O)[O-])Br
c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br
c1c2c(cc(c1Cl)Br)oc(=O)[nH]2
Cc1cc(c(cc1Br)C(C)C)O
